EQY_FUND_CRNCY,REL_INDEX,FA_ADJUSTED,,,,,,,,,,,,,
LCL,,,,,,,,,,shares traded on avg,,realized vol,,,Company description
Ticker,Name,Market Cap,Market Cap,Price:D-1,P/E,Total Return YTD,Revenue T12M,Country,Primary Exchange Name,volume avg 20d,volume avg 3m,volatility 30d,volatility 60d,volatility 90d,CIE_DES
ATVI US Equity,ACTIVISION BLIZZARD INC,47048245248,47048245248,61.2400016784668,28.7520370483398,3.06294777113047,6883999872,US,NASDAQ GS,5084246,6036764.5,18.775338694569,21.3798407377051,22.3009473467395,"Activision Blizzard, Inc. publishes, develops, and distributes interactive entertainment software and peripheral products. The Company's products covers diverse game categories, including action/adventure, action sports, racing, role playing, simulation, first-person action, music-based gaming, and strategy."
SHECF US Equity,SHIN-ETSU CHEMICAL CO LTD,46953730048,46953730048,112.690002441406,16.705982208252,-0.494479080435983,1588877000704,JN,OTC US,206.800003051758,159.953125,#N/A N/A,#N/A N/A,#N/A N/A,"Shin-Etsu Chemical Co., Ltd. produces and distributes synthetic resins and other chemical products such as fertilizers. The Company also manufactures electronic materials such as semiconductor silicon, synthetic, and rare earth quartz. Shin-Etsu Chemical operates in Japan and overseas."
DPSGY US Equity,DEUTSCHE POST AG-SPON ADR,46739955712,46739955712,37.7999992370605,16.4293079376221,-0.052883283778582,63311000576,GE,OTC US,49136.6484375,67480.375,16.6968109670458,15.1137651714545,16.9768335318139,"Deutsche Post AG provides mail delivery and other services to the public and businesses. The Company offers domestic mail delivery, international parcel and mail delivery services, and freight delivery and logistics services."
INGVF US Equity,ING GROEP NV,46713270272,46713270272,11.9877996444702,7.84328365325928,-0.979646271450263,33333000192,NE,OTC US,3858.19995117187,10451,#N/A N/A,#N/A N/A,#N/A N/A,"ING Groep N.V. (ING) is a global financial institution. The Company provides retail and wholesale banking services to private clients, small businesses, large corporations, financial institutions, and governments. ING Groep operates worldwide."
DSKYF US Equity,DAIICHI SANKYO CO LTD,46363668480,46363668480,65.3919982910156,41.9854278564453,-2.40000255072295,962439004160,JN,OTC US,454.649993896484,437.53125,#N/A N/A,#N/A N/A,#N/A N/A,"Daiichi Sankyo Company, Limited is a holding company established through merger of Sankyo and Daiichi pharmaceutical. The Group manufactures pharmaceuticals for human/veterinary use and medical tools and equipment. It also researches and promotes products through related companies throughout the world. The Group also produces food, food additives, livestock feeds, and agrochemicals."
INFY US Equity,INFOSYS LTD-SP ADR,46333001728,46333001728,10.8800001144409,20.132303237915,5.4263608156651,890629996544,IN,New York,10327500,14586384,16.866629498092,21.8766952607071,31.5018625181821,"Infosys Limited provides IT consulting and software services, including e-business, program management and supply chain solutions. The Group's services include application development, product co-development, and system implementation and system engineering. Infosys targets businesses specializing in the insurance, banking, telecommunication and manufacturing sectors."
DASTY US Equity,DASSAULT SYSTEMES S-SPON ADR,46272733184,46272733184,175.320007324219,67.2267761230469,6.57103712743339,3839099968,FR,OTC US,28998.75,14131.65625,15.1175796349502,16.1987465669369,21.1079584941069,"Dassault Systemes is a technology company. The company provides software applications services designed to support client company's innovation processes. The company's line of business includes provision of 3D design software, 3D digital mock up and product lifecycle Management. Dassault Systemes also provides several software brands."
AIG US Equity,AMERICAN INTERNATIONAL GROUP,46020440064,46020440064,52.9000015258789,27.0903224945068,3.05863946779439,50490999808,US,New York,3949575.25,3991366.25,13.8402859237369,15.0178778672168,16.8421219045974,"American International Group, Inc. is an international insurance organization serving commercial, institutional and individual customers. AIG provides property-casualty insurance, life insurance, and retirement services."
ING US Equity,ING GROEP N.V.-SPONSORED ADR,46020431872,46020431872,11.8100004196167,7.84328365325928,-1.9916993138531,33333000192,NE,New York,2251578,3127081.5,17.9749343429847,17.529908384745,20.3427630344767,"ING Groep N.V. (ING) is a global financial institution. The Company provides retail and wholesale banking services to private clients, small businesses, large corporations, financial institutions, and governments. ING Groep operates worldwide."
SUHJY US Equity,SUN HUNG KAI PROP LTD-SP ADR,46016462848,46016462848,15.8798999786377,7.86770248413086,3.58708452490781,85302001664,HK,OTC US,69475.3515625,89862.296875,14.1008430519337,18.455495215386,19.1821727579826,"Sun Hung Kai Properties Limited develops and invests in properties. The Company operates and manages hotels, properties, car parking, and transportation infrastructures. Sun Hung Kai Properties serves customers in Hong Kong."
EXC US Equity,EXELON CORP,45966032896,45966032896,47.3899993896484,16.5219993591309,3.94823257520514,34909000704,US,NASDAQ GS,5795173.5,6889166.5,11.7433563819412,14.1440194360504,16.6272906485693,"Exelon Corporation is a utility services holding company. The Company, through its subsidiaries, distributes electricity to customers in Illinois and Pennsylvania. Exelon also distributes gas to customers in the Philadelphia area as well as operates nuclear power plants in states that include Pennsylvania and New Jersey."
PSX US Equity,PHILLIPS 66,45906579456,45906579456,103.309997558594,10.0438632965088,-7.27044774909244,107266000896,US,New York,2362078.5,2442352,19.988340876082,20.0845119693039,20.1145438892393,"Phillips 66 is a downstream energy company. The Company's operations include oil refining, marketing, and transportation. Phillips 66's operations also include chemical manufacturing and power generation."
PDD US Equity,PINDUODUO INC-ADR,45831741440,45831741440,39.4300003051758,,4.25700852285278,25003082240,CH,NASDAQ GS,5045142,6952297,45.4387796082746,75.0784940045644,66.3281733464401,"Pinduoduo Inc. operates as an e-commerce platform. The Company offers  a wide range of merchandise online including groceries, fashion, beauty, and electronics. Pinduoduo serves customers worldwide."
BAX US Equity,BAXTER INTERNATIONAL INC,45812178944,45812178944,89.7300033569336,,7.30686487642014,11362000128,US,New York,2669911.25,3006044.5,19.5829241960141,28.3182196008216,25.320553558059,"Baxter International Inc. develops, manufactures, and markets products and technologies related to hemophilia, immune disorders, infectious diseases, kidney disease, trauma and other chronic and acute medical conditions. The Company's products are used by hospitals, kidney dialysis centers, nursing homes, rehabilitation centers, doctors' offices, and research laboratories."
DASTF US Equity,DASSAULT SYSTEMES SA,45792374784,45792374784,173.5,67.2267761230469,4.48659850124786,3839099968,FR,OTC US,61.0499992370606,273.046875,#N/A N/A,#N/A N/A,#N/A N/A,"Dassault Systemes is a technology company. The company provides software applications services designed to support client company's innovation processes. The company's line of business includes provision of 3D design software, 3D digital mock up and product lifecycle Management. Dassault Systemes also provides several software brands."
DD US Equity,DUPONT DE NEMOURS INC,45604061184,45604061184,61.560001373291,10.3805770874023,-4.11214283558227,50641999872,US,New York,5632220.5,4888056,22.8140906863655,27.3331144629899,27.2685201359358,"DuPont de Nemours, Inc. operates as a chemical company. The Company offers elastomeric photopolymer printing plates, structural and elastic adhesives, fluids, reinforcing composites, foams, coatings, rubber and elastomers, topical ingredients, food ingredients, animal nutrition, biomaterials, water purification technologies, and fibers."
CHPXF US Equity,CHINA PACIFIC INSURANCE GR-H,45597990912,45597990912,3.90000009536743,12.1680459976196,0,378965000192,CH,OTC US,25,937.109375,#N/A N/A,#N/A N/A,#N/A N/A,"China Pacific Insurance (Group) Company, Ltd. is an integrated insurance services provider. The Company offers life and property insurance products through its subsidiaries."
CHPXY US Equity,CHINA PACIFIC INS-UNSPON ADR,45597990912,45597990912,15.4399995803833,12.1680459976196,,378965000192,CH,OTC US,0,6.28125,#N/A N/A,#N/A N/A,#N/A N/A,"China Pacific Insurance (Group) Company, Ltd. is an integrated insurance services provider. The Company offers life and property insurance products through its subsidiaries."
HKXCY US Equity,HONG KONG EXCHANGES-UNSP ADR,45529366528,45529366528,36.0999984741211,37.9211120605469,11.1453170655911,13703000064,HK,OTC US,32324.400390625,41884.8125,19.9695820015717,18.4864899013109,18.0524710446469,"Hong Kong Exchanges & Clearing Limited owns and operates the stock exchange, futures exchange, and their related clearing houses in Hong Kong. The Company provides the trading platforms for a range of cash and derivatives products and the facilities for processing trades."
SPG US Equity,SIMON PROPERTY GROUP INC,45346025472,45346025472,147.770004272461,21.2175521850586,-0.798873783412279,5727317120,US,New York,1507348.75,1545284.375,15.1915265542267,16.2728540478014,16.4125543924667,"Simon Property Group, Inc. is a self-administered and self-managed, real estate investment trust. The Company owns, develops, and manages retail real estate properties including regional malls, outlet centers, community/lifestyle centers, and international properties. Simon Property Group serves customers in the State of Indiana."
ISNPY US Equity,INTESA SANPAOLO-SPON ADR,45277241344,45277241344,15.5150003433228,9.21850490570068,-1.36680995022462,23930000384,IT,OTC US,92201.3984375,110256.234375,15.7828741606975,13.3636303866936,14.7648597196031,"Intesa Sanpaolo S.p.A. attracts deposits and offers banking and financial services. The Bank offers consumer credit, asset management, internet banking, merchant banking, securities brokerage, factoring, and lease financing services, as well as manages mutual funds. Intesa Sanpaolo operates branches throughout Italy, and offices elsewhere in Europe, Asia, and the United States."
HKXCF US Equity,HONG KONG EXCHANGES & CLEAR,45214068736,45214068736,35.8499984741211,37.9211120605469,11.8564721607434,13703000064,HK,OTC US,744.700012207031,731.796875,#N/A N/A,#N/A N/A,#N/A N/A,"Hong Kong Exchanges & Clearing Limited owns and operates the stock exchange, futures exchange, and their related clearing houses in Hong Kong. The Company provides the trading platforms for a range of cash and derivatives products and the facilities for processing trades."
IITSF US Equity,INTESA SANPAOLO,45000003584,45000003584,2.5699999332428,9.21850490570068,-1.97088399039621,23930000384,IT,OTC US,9116.349609375,22127.90625,#N/A N/A,#N/A N/A,#N/A N/A,"Intesa Sanpaolo S.p.A. attracts deposits and offers banking and financial services. The Bank offers consumer credit, asset management, internet banking, merchant banking, securities brokerage, factoring, and lease financing services, as well as manages mutual funds. Intesa Sanpaolo operates branches throughout Italy, and offices elsewhere in Europe, Asia, and the United States."
GLD US Equity,SPDR GOLD SHARES,44985401344,44985401344,146.580001831055,,2.57523309429675,,US,NYSE Arca,8152091,6952769.5,8.81730231733059,9.59174131588234,10.4094184055758,"SPDR Gold Shares is an investment fund incorporated in the USA.  The investment objective of the Trust is for the Shares to reflect the performance of the price of gold bullion, less the Trust's expenses. The Trust holds gold and is expected from time to time to issue Baskets in exchange for deposits of gold and to distribute gold in connection with redemptions of Baskets."
PHG US Equity,KONINKLIJKE PHILIPS NVR- NY,44908425216,44908425216,50.0800018310547,28.6096954345703,2.6229561762412,18713999360,NE,New York,419008.25,449268,11.1199023865124,11.6493218851836,23.431468823404,"Koninklijke Philips NV is a health technology company focused on improving people's health across the health continuum from healthy living and prevention, to diagnosis, treatment, and home care. The Company offers products and services in diagnostic imaging, image-guided therapy, patient monitoring and health informatics, as well as in consumer health and home care."
RYLPF US Equity,KONINKLIJKE PHILIPS NV,44791848960,44791848960,49.9500007629395,28.6096954345703,1.73116561147424,18713999360,NE,OTC US,4006.44995117188,10391.578125,#N/A N/A,#N/A N/A,#N/A N/A,"Koninklijke Philips NV is a health technology company focused on improving people's health across the health continuum from healthy living and prevention, to diagnosis, treatment, and home care. The Company offers products and services in diagnostic imaging, image-guided therapy, patient monitoring and health informatics, as well as in consumer health and home care."
NTES US Equity,NETEASE INC-ADR,44763226112,44763226112,349.820007324219,25.8413543701172,14.0816562134877,71605118976,CH,NASDAQ GS,629774.375,658549.6875,27.6935074813889,31.3675184695596,31.9876141009843,"NetEase, Inc. operates as an leading internet technology company providing online services including content, community, communication, and commerce. The Company develops and operates online games, electronic commerce, internet media, innovative business, and other businesses. NetEase expands its businesses to Japan, North American, and other other international markets."
LRCX US Equity,LAM RESEARCH CORP,44684296192,44684296192,308,22.281078338623,5.33515951749244,9488613632,US,NASDAQ GS,1334245.375,1535545.75,22.3773404034862,37.0667483804137,33.9385249525803,"Lam Research Corporation manufactures, markets, and services semiconductor processing equipment used in the making of integrated circuits. The Company's products are used to deposit special films on a silicon wafer and etch away portions of various films to create a circuit design. Lam Research sells its products worldwide."
PGR US Equity,PROGRESSIVE CORP,44604981248,44604981248,76.3000030517578,13.8783292770386,8.80555456127263,36291700736,US,New York,3222885.75,3530659,22.1676662609284,22.9851275397985,23.9720352873145,"The Progressive Corporation is an insurance holding company. The Company, through its subsidiaries, provide personal and commercial automobile insurance and other specialty property-casualty insurance and related services throughout the United States."
NGG US Equity,NATIONAL GRID PLC-SP ADR,44582936576,44582936576,63.5400009155273,23.0941047668457,1.38822845380764,14874999808,GB,New York,599294.875,643314.875,21.247324143959,18.1296987444603,18.6686908528783,"National Grid plc is an investor-owned utility company which distributes gas. The Company owns and operates the electricity transmission network in England and Wales, the gas transmission network in Great Britain, and electricity transmission networks in the Northeastern United States. National Grid also operates the electricity transmission networks in Scotland."
SUHJF US Equity,SUN HUNG KAI PROPERTIES,44336037888,44336037888,15.3000001907349,7.86770248413086,0.393703546704827,85302001664,HK,OTC US,18.1499996185303,725.828125,#N/A N/A,#N/A N/A,#N/A N/A,"Sun Hung Kai Properties Limited develops and invests in properties. The Company operates and manages hotels, properties, car parking, and transportation infrastructures. Sun Hung Kai Properties serves customers in Hong Kong."
SRE US Equity,SEMPRA ENERGY,44314042368,44314042368,157.199996948242,32.511848449707,3.77607696199798,11107000064,US,New York,1311085.75,1548945,13.9637639888731,15.8258557910089,15.4219088684452,"Sempra Energy is an energy services holding company with operations throughout the United States, Mexico, and other countries in South America. The Company, through its subsidiaries, generates electricity, delivers natural gas, operates natural gas pipelines and storage facilities, and operates a wind power generation project."
NGGTF US Equity,NATIONAL GRID PLC,44204044288,44204044288,12.6000003814697,23.0941047668457,0.800003051757803,14874999808,GB,OTC US,1716,1853.40625,#N/A N/A,#N/A N/A,#N/A N/A,"National Grid plc is an investor-owned utility company which distributes gas. The Company owns and operates the electricity transmission network in England and Wales, the gas transmission network in Great Britain, and electricity transmission networks in the Northeastern United States. National Grid also operates the electricity transmission networks in Scotland."
ADI US Equity,ANALOG DEVICES INC,44001083392,44001083392,119.470001220703,23.1239814758301,0.530128662257145,5991064960,US,NASDAQ GS,1623848,2080060.25,18.4219197943275,21.0576313345857,24.5797182950222,"Analog Devices, Inc. designs, manufactures, and markets integrated circuits used in analog and digital signal processing. The Company's products are used in communications, computer, industrial, instrumentation, military, aerospace, automotive, and high-performance consumer electronics applications. Analog Devices sells its products worldwide."
JAPAF US Equity,JAPAN TOBACCO INC,43780001792,43780001792,21.8899993896484,11.6108026504517,-3.65316878869003,2173889970176,JN,OTC US,4382,6912.875,26.8072062225986,25.8737249405764,23.8627666618351,"Japan Tobacco Inc. is a tobacco product company. The Company manufactures, markets, and sells cigarettes and other tobacco products internationally. Japan Tobacco is also engaged in pharmaceutical and food businesses."
JAPAY US Equity,JAPAN TOBACCO INC-UNSPON ADR,43640000512,43640000512,10.9099998474121,11.6108026504517,-1.8884895711167,2173889970176,JN,OTC US,40119.25,46279.5,13.1504086225628,12.3684461179696,12.6416753219392,"Japan Tobacco Inc. is a tobacco product company. The Company manufactures, markets, and sells cigarettes and other tobacco products internationally. Japan Tobacco is also engaged in pharmaceutical and food businesses."
DOGEF US Equity,ORSTED A/S,43467403264,43467403264,103.400001525879,13.5752515792847,2.38890793535578,76747999232,DE,OTC US,886.200012207031,1111.421875,#N/A N/A,#N/A N/A,#N/A N/A,"Orsted A/S provides utility services. The Company engages in the development, construction, and operation of offshore wind farms, as well as generates power and heat from power stations. Orsted serves customers worldwide."
JPSTF US Equity,JAPAN POST BANK CO LTD,43425001472,43425001472,9.64999961853027,15.3814077377319,0,1784658984960,JN,OTC US,0,490.53125,#N/A N/A,#N/A N/A,#N/A N/A,"Japan Post Bank Co. Ltd. provides general banking services. The Company offers deposits, savings, loans, currency exchange transactions, investment trusts, national bonds, and other related banking services to individuals and businesses. Japan Post Bank also provides other financial services such as insurance agency and financing service."
DNNGY US Equity,ORSTED A/S-UNSP ADR,43414900736,43414900736,34.4249992370605,13.5752515792847,-0.649357226291358,76747999232,DE,OTC US,14524.650390625,17270.40625,23.317451589104,28.1497660844004,25.8681422466103,"Orsted A/S provides utility services. The Company engages in the development, construction, and operation of offshore wind farms, as well as generates power and heat from power stations. Orsted serves customers worldwide."
VIG US Equity,VANGUARD DIVIDEND APPREC ETF,43303780352,43303780352,128.589996337891,,3.15256903604262,,US,NYSE Arca,1065412.75,1127678.25,6.68515429234273,6.36733123698967,8.46402897410014,"Vanguard Dividend Appreciation ETF is an exchange-traded fund incorporated in the USA. The ETF tracks the NASDAQ US Dividend Achievers Select Index. The ETF holds mid and large-cap U.S. stocks. Its investments are focused on U.S. common stocks that have a history of increasing dividends for ten consecutive years, but exclude REITs. The ETF weights the holdings using by market capitalization."
HENKY US Equity,HENKEL AG & CO- SPONS ADR,43218747392,43218747392,23.7999992370605,18.5431823730469,0.975814786653717,20050999808,GE,OTC US,51545.3984375,49079.03125,17.7602299673908,17.2656498775044,16.7424412235076,"Henkel AG & Co. KGaA manufactures industrial, commercial, and consumer chemical products. The Company produces reactive polyurethane and laminating adhesives, labeling for glass and PET plastic bottles, corrosion inhibitors and surface treatments, soaps, skin care products, hair dye, perfumes, detergents, dishwashing soaps, glass cleaners, wallpaper adhesives, and roofing products."
HENOY US Equity,HENKEL KGAA-SPONS ADR PFD,43218747392,43218747392,25.9400005340576,18.5431823730469,0.755471694926158,20050999808,GE,OTC US,6749.85009765625,8255.078125,29.2143141597402,23.0464717053834,21.1386115249439,"Henkel AG & Co. KGaA manufactures industrial, commercial, and consumer chemical products. The Company produces reactive polyurethane and laminating adhesives, labeling for glass and PET plastic bottles, corrosion inhibitors and surface treatments, soaps, skin care products, hair dye, perfumes, detergents, dishwashing soaps, glass cleaners, wallpaper adhesives, and roofing products."
IVSBF US Equity,INVESTOR AB-B SHS,43196354560,43196354560,56.0800018310547,18.3264999389648,1.66787887271132,67377997824,SW,OTC US,680.5,627.421875,#N/A N/A,#N/A N/A,#N/A N/A,"Investor AB is an industrial holding company. The Company owns significant shareholdings in major public multinational companies and conducts private equity activities in Europe, North America, and Asia. Investor takes an active ownership role in many of the companies it owns."
IVSXF US Equity,INVESTOR AB-A SHS,43196354560,43196354560,54.2000007629395,18.3264999389648,-1.11293668138607,67377997824,SW,OTC US,20.1499996185303,131.8125,#N/A N/A,#N/A N/A,#N/A N/A,"Investor AB is an industrial holding company. The Company owns significant shareholdings in major public multinational companies and conducts private equity activities in Europe, North America, and Asia. Investor takes an active ownership role in many of the companies it owns."
HSNGY US Equity,HANG SENG BANK-SPONSORED ADR,43188527104,43188527104,22.5900001525879,12.9326076507568,9.55382751297567,72274997248,HK,OTC US,19494.599609375,22518.484375,16.7654247600831,18.3550900673715,19.3323440295215,"Hang Seng Bank, Limited major business activities comprise retail banking and wealth management, commercial banking, and global banking and markets. It offers a comprehensive suite of financial solutions to personal, commercial, corporate, and institutional clients. The Bank operates service outlets in Hong Kong and Mainland China. It also has presence in Macau, Singapore, and Taipei."
MURGY US Equity,MUENCHENER RUECK-UNSPON ADR,43035586560,43035586560,29.8199996948242,14.1872177124023,1.30108168832588,62268999680,GE,OTC US,42614.30078125,49708.4375,10.7872956539759,10.4024759628712,12.3561098744682,"Muenchener Rueckversicherungs-Gesellschaft AG (MunichRe) provides financial services. The Company offers reinsurance, insurance, and asset management services. MunichRe has subsidiaries in most major financial centers throughout the world."
HENOF US Equity,HENKEL AG & CO KGAA VORZUG,42965856256,42965856256,103.25,18.5431823730469,0.486618004866179,20050999808,GE,OTC US,264.049987792969,143.734375,#N/A N/A,#N/A N/A,#N/A N/A,"Henkel AG & Co. KGaA manufactures industrial, commercial, and consumer chemical products. The Company produces reactive polyurethane and laminating adhesives, labeling for glass and PET plastic bottles, corrosion inhibitors and surface treatments, soaps, skin care products, hair dye, perfumes, detergents, dishwashing soaps, glass cleaners, wallpaper adhesives, and roofing products."
HELKF US Equity,HENKEL AG & CO KGAA,42965856256,42965856256,95.5,18.5431823730469,3.15402690774829,20050999808,GE,OTC US,21.1499996185303,208.375,#N/A N/A,#N/A N/A,#N/A N/A,"Henkel AG & Co. KGaA manufactures industrial, commercial, and consumer chemical products. The Company produces reactive polyurethane and laminating adhesives, labeling for glass and PET plastic bottles, corrosion inhibitors and surface treatments, soaps, skin care products, hair dye, perfumes, detergents, dishwashing soaps, glass cleaners, wallpaper adhesives, and roofing products."
MURGF US Equity,MUENCHENER RUECKVER AG-REG,42960891904,42960891904,298.230010986328,14.1872177124023,1.62889711380367,62268999680,GE,OTC US,63.8499984741211,175.046875,#N/A N/A,#N/A N/A,#N/A N/A,"Muenchener Rueckversicherungs-Gesellschaft AG (MunichRe) provides financial services. The Company offers reinsurance, insurance, and asset management services. MunichRe has subsidiaries in most major financial centers throughout the world."
BCE US Equity,BCE INC,42928697344,42928697344,47.5,17.6243667602539,2.48112527235787,23863000064,CA,New York,710877.875,838436,13.8073388626125,11.3505909386481,12.9917821253182,"BCE Inc., provides a full range of communication services to residential and business customers in Canada.  The Company's services includes local, long distance and wireless phone services, high speed and wireless Internet access, IP-broadband services, value-added business solutions and direct-to-home satellite and VDSL television services."
PUTRY US Equity,PTT PCL-UNSP ADR,42844495872,42844495872,7.5,14.040509223938,9.48905261922479,2277049139200,TH,OTC US,38.25,21.71875,#N/A N/A,#N/A N/A,#N/A N/A,"PTT Public Company Limited operates as an oil and gas company. The Company produces, transports, and sells natural gas, crude oil, lubricants, aviation and marine, and petrochemical products. PTT offers fleet cards, storage, electronic bill presentment, and other related services. PTT serves customers in Thailand."
JPHLF US Equity,JAPAN POST HOLDINGS CO LTD,42750001152,42750001152,9.5,8.42641258239746,0,12471160012800,JN,OTC US,0,1377.546875,#N/A N/A,#N/A N/A,#N/A N/A,"Japan Post Holdings Co. Ltd. operates post stations, banks, and insurance business. The Company offers letters and goods transportation services, stamp sales, deposits, loans, and insurance products."
JARLF US Equity,JARDINE MATHESON HLDGS LTD,42724175872,42724175872,57.8899993896484,7.14294719696045,6.02564287082665,41371998208,HK,OTC US,2215.55004882812,2556.34375,#N/A N/A,#N/A N/A,#N/A N/A,"Jardine Matheson Holdings Limited is a multinational enterprise with a portfolio of businesses focused on the Asia-Pacific region. The Group's activities include financial services, supermarkets, consumer marketing, engineering and construction, automobile trading, insurance broking, property investment, and hotels."
JMHLY US Equity,JARDINE MATHESON HD-UNSP ADR,42679894016,42679894016,57.8300018310547,7.14294719696045,4.66968657204467,41371998208,HK,OTC US,28146.349609375,24921.890625,21.5587352147397,25.6858317049234,25.6745050398375,"Jardine Matheson Holdings Limited is a multinational enterprise with a portfolio of businesses focused on the Asia-Pacific region. The Group's activities include financial services, supermarkets, consumer marketing, engineering and construction, automobile trading, insurance broking, property investment, and hotels."
ADSK US Equity,AUTODESK INC,42543382528,42543382528,193.350006103516,280.506042480469,5.39082035741629,3112300032,US,NASDAQ GS,1177851.75,1338400.5,16.4195097972191,20.6037692413212,23.7723471572962,"Autodesk, Inc. supplies PC software and multimedia tools. The Company's two-dimensional and three-dimensional products are used across industries and in the home for architectural design, mechanical design, geographic information systems and mapping, and visualization applications. Autodesk's software products are sold worldwide through a network of dealers and distributors."
PINXY US Equity,PEOPLE'S INSURANCE -UNSP ADR,42515877888,42515877888,,6.92890214920044,,517158010880,CH,OTC US,0,1.5625,#N/A N/A,#N/A N/A,#N/A N/A,"The People's Insurance Company (Group) of China Limited, through its subsidiaries, offers a range of property and casualty insurance products. The Company also offers asset management services for a variety of customers throughout China."
PINXF US Equity,PEOPLE'S INSURANCE CO GROU-H,42515877888,42515877888,,6.92890214920044,,517158010880,CH,OTC US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,"The People's Insurance Company (Group) of China Limited, through its subsidiaries, offers a range of property and casualty insurance products. The Company also offers asset management services for a variety of customers throughout China."
HNHPF US Equity,HON HAI PRECISION-GDR REG S,42490064896,42490064896,6.13000011444092,9.83227634429932,0.228906778338245,5411776888832,TA,OTC US,110021.203125,174131.703125,17.051740949262,30.5014276111779,28.2178313675032,"Hon Hai Precision Industry Co., Ltd. provides electronic manufacturing services for computers, communications, and consumer electronic products.  The Company's business operations include desktop and notebook PC assembly, connector production, cable assembly, PCB assembly, handset manufacturing, networking equipment, and other consumer electronic devices manufacturing."
PTTPF US Equity,PTT PCL,42478886912,42478886912,,14.040509223938,,2277049139200,TH,OTC US,0,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,"PTT Public Company Limited operates as an oil and gas company. The Company produces, transports, and sells natural gas, crude oil, lubricants, aviation and marine, and petrochemical products. PTT offers fleet cards, storage, electronic bill presentment, and other related services. PTT serves customers in Thailand."
REGN US Equity,REGENERON PHARMACEUTICALS,42374578176,42374578176,385.940002441406,17.3974456787109,2.78576519362543,7621700096,US,NASDAQ GS,606894.375,742182.75,16.7458073978843,24.870042233761,24.1856772194318,"Regeneron Pharmaceuticals, Inc. is a biopharmaceutical company. The Company discovers, develops, and commercializes pharmaceutical products for the treatment of serious medical conditions. Regeneron Pharmaceuticals serves the healthcare sector in the United States."
IWD US Equity,ISHARES RUSSELL 1000 VALUE E,42281816064,42281816064,138.470001220703,,1.4580931678345,,US,NYSE Arca,1939013,1930187.5,6.45476031711351,6.54237409992471,8.71287410959416,iShares Russell 1000 Value ETF is an exchange-traded fund incorporated in the USA. The ETF tracks the performance of the Russell 1000 Value Index. The ETF holds mid and large-cap U.S. stocks. Its investments are in companies that are thought to be undervalued by the market. The ETF weights the holdings using a market capitalization methodology and rebalances annually.
SYY US Equity,SYSCO CORP,42256986112,42256986112,82.8199996948242,22.8456420898438,-2.66516770634771,60201648128,US,New York,2114737.75,2102778.75,10.4283521097354,11.1199199745792,10.7256132922796,"Sysco Corporation distributes food and related products primarily to the foodservice industry. The Company also distributes personal care guest amenities, housekeeping supplies, room accessories, and textiles to the lodging industry. Sysco serves customers in the United States."
ROST US Equity,ROSS STORES INC,42233274368,42233274368,117.680000305176,26.0353984832764,1.08229011857739,15733015808,US,NASDAQ GS,1620091.5,1726123.875,14.1482546545438,14.5698205184714,17.0795262390975,"Ross Stores, Inc. operates two brands of off-price retail apparel and home accessories stores. Ross Stores offers name brand and designer apparel, accessories, footwear, and home fashions at discount prices."
GLCNF US Equity,GLENCORE PLC,42200764416,42200764416,3.16720008850098,48.3146591186523,3.16612890461883,218297999360,SZ,OTC US,30547.25,34558.75,25.2584774544545,36.425040802576,37.9466144573243,"Glencore plc is a diversified natural resources company. The Company operates in three groups, metals and minerals, energy products, and agricultural products. Glencore offers its products and services around the world."
CAOVF US Equity,CHINA OVERSEAS LAND & INVEST,41962250240,41962250240,3.82999992370606,6.77400541305542,0.78947294121634,175589351424,HK,OTC US,267.149993896484,3455.78125,#N/A N/A,#N/A N/A,#N/A N/A,"China Overseas Land & Investment Limited provides real estate services. The Company develops, manages, and invests in commercial properties. China Overseas Land & Investment serves customers globally."
MSBHY US Equity,MITSUBISHI CORP-SPONS ADR,41914425344,41914425344,52.7200012207031,8.78797912597656,-0.528299583579006,15884407013376,JN,OTC US,8629.099609375,9358.96875,10.213490263362,15.0622214315305,17.2964920976775,"Mitsubishi Corporation is a general trading company. The Company has business groups such as new business initiatives, IT and electronics, fuels, metals, machinery, chemicals, living essentials, and professional services. Through a joint venture, Mitsubishi also operates satellite communications."
EC US Equity,ECOPETROL SA-SPONSORED ADR,41877352448,41877352448,20.3700008392334,11.3563547134399,2.0541171020378,70579885441024,CO,New York,483226.5625,479144.875,17.5840230159807,21.4375818629134,22.7573457664142,"Ecopetrol SA is an integrated oil company. The Company owns interests in  oil producing fields in the central area, south, west and north of Colombia as well as refineries, ports for fuel exports and imports on both coasts and the transportation network of pipelines and polyducts throughout the Colombian territory."
CAOVY US Equity,CHINA OVERSEAS LAN-UNSPN ADR,41874604032,41874604032,19.1100006103516,6.77400541305542,-1.99999686999198,175589351424,HK,OTC US,8541.5,6386.9375,26.361746049937,28.8957486537599,28.5737320916537,"China Overseas Land & Investment Limited provides real estate services. The Company develops, manages, and invests in commercial properties. China Overseas Land & Investment serves customers globally."
